@relation numericData

@attribute Case_no numeric
@attribute checking_status_no_checking numeric
@attribute checking_status_more_200 numeric
@attribute checking_status_0_and_200 numeric
@attribute checking_status_less_0 numeric
@attribute credit_history_no_credits numeric
@attribute credit_history_existing_paid numeric
@attribute credit_history_delayed_previsoulsy numeric
@attribute credit_history_critical numeric
@attribute credit_history_all_paid numeric
@attribute purpose_retraining numeric
@attribute purpose_repairs numeric
@attribute purpose_radio_tv numeric
@attribute purpose_other numeric
@attribute purpose_furniture_equipment numeric
@attribute prupose_education numeric
@attribute purpose_business numeric
@attribute purpose_used_car numeric
@attribute purpose_new_car numeric
@attribute purpose_domestic_appliance numeric
@attribute credit_amount numeric
@attribute saving_<100 numeric
@attribute saving_no_saving numeric
@attribute saving_500<=X<1000 numeric
@attribute saving_100<=X<500 numeric
@attribute saving_>=1000 numeric
@attribute employment_<1 numeric
@attribute employment_unemployed numeric
@attribute employment_4<=X<7 numeric
@attribute employment_1<=X<4 numeric
@attribute employment>=7 numeric
@attribute male_mar/wid numeric
@attribute male_div/sep numeric
@attribute male_single numeric
@attribute female_div/dep/mar numeric
@attribute age numeric
@attribute unskilled_resident numeric
@attribute high_qualif/self_emp/mgmt numeric
@attribute skilled numeric
@attribute unemp_or_unskilled_non_res numeric
@attribute class_is_bad numeric
@attribute class_is_good numeric

@data
470,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4679,1,0,0,0,0,0,0,1,0,0,0,0,1,0,35,1,0,0,0,0,1
471,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3092,0,0,0,1,0,1,0,0,0,0,1,0,0,0,22,0,0,1,0,1,0
472,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,448,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,0,1,0,1,0
473,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,654,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28,1,0,0,0,1,0
474,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1238,0,1,0,0,0,0,1,0,0,0,0,0,1,0,36,0,1,0,0,0,1
475,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1245,1,0,0,0,0,0,0,0,1,0,1,0,0,0,33,0,0,1,0,1,0
476,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3114,1,0,0,0,0,1,0,0,0,0,0,0,0,1,26,0,0,1,0,1,0
477,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2569,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24,0,0,1,0,0,1
478,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5152,1,0,0,0,0,0,0,1,0,0,0,0,1,0,25,0,0,1,0,0,1
479,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1037,0,0,0,1,0,0,0,1,0,0,0,0,1,0,39,1,0,0,0,0,1
480,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1478,1,0,0,0,0,0,0,0,0,1,0,0,1,0,44,0,0,1,0,0,1
481,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3573,1,0,0,0,0,0,0,0,1,0,0,0,0,1,23,1,0,0,0,0,1
482,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1201,1,0,0,0,0,1,0,0,0,0,0,0,1,0,26,0,0,1,0,0,1
483,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3622,0,0,0,0,1,0,0,0,0,1,0,0,0,1,57,0,0,1,0,0,1
484,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,960,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30,0,0,1,0,0,1
485,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1163,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44,0,0,1,0,0,1
486,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1209,1,0,0,0,0,0,1,0,0,0,0,0,1,0,47,0,1,0,0,1,0
487,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3077,1,0,0,0,0,0,0,0,1,0,0,0,1,0,52,0,0,1,0,0,1
488,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3757,1,0,0,0,0,0,0,0,0,1,0,0,0,1,62,0,0,1,0,0,1
489,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1418,0,0,0,1,0,0,0,0,1,0,0,0,1,0,35,1,0,0,0,0,1
490,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3518,1,0,0,0,0,0,0,0,1,0,0,0,1,0,26,0,0,1,0,0,1
491,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1934,1,0,0,0,0,0,0,0,0,1,0,0,1,0,26,0,0,1,0,0,1
492,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8318,1,0,0,0,0,0,0,0,0,1,0,0,0,1,42,0,1,0,0,1,0
493,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1237,0,0,0,1,0,0,0,0,1,0,0,0,0,1,27,0,0,1,0,0,1
494,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,368,0,1,0,0,0,0,0,0,0,1,0,0,1,0,38,0,0,1,0,0,1
495,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2122,1,0,0,0,0,0,0,0,1,0,0,0,1,0,39,1,0,0,0,0,1
496,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2996,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20,0,0,1,0,1,0
497,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9034,0,0,0,1,0,1,0,0,0,0,0,0,1,0,29,0,1,0,0,1,0
498,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1585,1,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,1,0,0,1
499,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1301,1,0,0,0,0,0,0,0,0,1,1,0,0,0,32,1,0,0,0,0,1
500,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1323,0,0,0,1,0,0,0,0,0,1,0,1,0,0,28,0,0,1,0,0,1
501,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3123,1,0,0,0,0,1,0,0,0,0,0,0,0,1,27,0,0,1,0,1,0
502,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5493,1,0,0,0,0,0,0,0,0,1,0,0,1,0,42,0,0,1,0,0,1
503,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1126,0,0,0,1,0,0,0,0,0,1,0,1,0,0,49,0,0,1,0,0,1
504,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1216,0,0,0,1,0,1,0,0,0,0,0,0,1,0,38,0,0,1,0,1,0
505,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1207,1,0,0,0,0,1,0,0,0,0,0,0,0,1,24,0,0,1,0,1,0
506,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1309,0,1,0,0,0,0,0,0,1,0,0,0,1,0,27,1,0,0,0,1,0
507,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2360,0,0,1,0,0,0,0,0,1,0,0,0,1,0,36,0,0,1,0,0,1
508,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6850,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34,0,1,0,0,1,0
509,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1413,1,0,0,0,0,0,0,0,1,0,1,0,0,0,28,0,0,1,0,0,1
510,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8588,0,0,0,1,0,0,0,0,0,1,0,0,1,0,45,0,1,0,0,0,1
511,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,759,1,0,0,0,0,0,0,1,0,0,0,0,1,0,26,0,0,1,0,1,0
512,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4686,1,0,0,0,0,0,0,0,1,0,0,0,1,0,32,0,1,0,0,0,1
513,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2687,1,0,0,0,0,0,0,1,0,0,0,0,1,0,26,0,0,1,0,0,1
515,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2255,0,1,0,0,0,1,0,0,0,0,0,0,1,0,54,0,0,1,0,0,1
516,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,609,1,0,0,0,0,0,0,1,0,0,0,0,0,1,37,0,0,1,0,0,1
517,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1361,1,0,0,0,0,1,0,0,0,0,0,0,1,0,40,1,0,0,0,0,1
518,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7127,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,0,1,0,1,0
519,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,43,0,0,1,0,0,1
520,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,700,0,1,0,0,0,0,0,0,0,1,0,0,1,0,36,0,0,1,0,0,1
521,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5507,1,0,0,0,0,0,0,0,0,1,0,0,1,0,44,0,0,1,0,0,1
522,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3190,1,0,0,0,0,0,0,0,1,0,0,0,0,1,24,0,0,1,0,1,0
523,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7119,1,0,0,0,0,0,0,0,1,0,0,0,1,0,53,0,0,1,0,1,0
524,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3488,0,0,0,1,0,0,0,1,0,0,0,0,0,1,23,0,0,1,0,0,1
525,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1113,1,0,0,0,0,0,0,0,1,0,0,0,0,1,26,1,0,0,0,0,1
526,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7966,1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,0,0,1,0,0,1
527,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1532,0,0,0,1,0,0,0,0,1,0,0,0,0,1,31,0,0,1,0,0,1
528,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1503,1,0,0,0,0,0,0,1,0,0,0,0,1,0,42,1,0,0,0,0,1
529,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2302,1,0,0,0,0,0,0,0,1,0,0,1,0,0,31,0,0,1,0,1,0
530,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,662,1,0,0,0,0,1,0,0,0,0,0,0,1,0,41,1,0,0,0,0,1
531,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2273,1,0,0,0,0,0,0,1,0,0,0,0,1,0,32,0,0,1,0,0,1
532,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2631,0,0,0,1,0,0,0,0,1,0,0,0,0,1,28,0,0,1,0,1,0
533,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1503,1,0,0,0,0,0,0,0,1,0,1,0,0,0,41,0,0,1,0,0,1
534,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1311,0,0,0,1,0,0,0,1,0,0,1,0,0,0,26,0,0,1,0,0,1
535,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3105,0,1,0,0,0,1,0,0,0,0,0,0,1,0,25,0,0,1,0,0,1
536,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2319,1,0,0,0,0,1,0,0,0,0,0,1,0,0,33,0,0,1,0,1,0
537,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1374,0,1,0,0,0,0,1,0,0,0,0,0,0,1,75,0,1,0,0,0,1
538,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3612,1,0,0,0,0,0,0,0,0,1,0,0,0,1,37,0,0,1,0,0,1
539,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7763,1,0,0,0,0,0,0,0,0,1,0,0,1,0,42,0,1,0,0,1,0
540,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3049,1,0,0,0,0,1,0,0,0,0,0,0,0,1,45,1,0,0,0,0,1
541,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1534,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23,0,0,1,0,1,0
542,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2032,1,0,0,0,0,0,0,0,0,1,0,0,1,0,60,0,0,1,0,0,1
543,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6350,0,1,0,0,0,0,0,0,0,1,0,0,1,0,31,0,0,1,0,1,0
544,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2864,1,0,0,0,0,0,0,0,1,0,0,0,1,0,34,1,0,0,0,1,0
545,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1255,1,0,0,0,0,0,0,0,0,1,0,0,1,0,61,1,0,0,0,0,1
546,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1333,1,0,0,0,0,0,1,0,0,0,0,0,1,0,43,0,0,1,0,1,0
547,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2022,1,0,0,0,0,0,0,0,1,0,0,0,0,1,37,0,0,1,0,0,1
548,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1552,1,0,0,0,0,0,0,1,0,0,0,0,1,0,32,0,0,1,0,0,1
549,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,626,1,0,0,0,0,0,0,0,1,0,0,0,0,1,24,1,0,0,0,1,0
550,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8858,0,1,0,0,0,0,0,1,0,0,0,0,1,0,35,0,0,1,0,0,1
551,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,996,0,1,0,0,0,0,0,1,0,0,0,0,0,1,23,0,0,1,0,0,1
552,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1750,0,0,1,0,0,0,0,0,0,1,0,0,1,0,45,1,0,0,0,0,1
553,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6999,1,0,0,0,0,0,0,1,0,0,1,0,0,0,34,0,0,1,0,1,0
554,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995,0,0,0,1,0,1,0,0,0,0,0,0,1,0,27,0,0,1,0,0,1
555,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1199,1,0,0,0,0,0,0,1,0,0,0,0,0,1,67,0,1,0,0,0,1
556,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1331,1,0,0,0,0,1,0,0,0,0,0,0,1,0,22,0,0,1,0,1,0
557,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2278,0,0,0,1,0,1,0,0,0,0,0,0,0,1,28,0,0,1,0,1,0
558,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5003,0,1,0,0,0,0,0,0,1,0,0,0,0,1,29,0,0,1,0,1,0
559,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3552,1,0,0,0,0,0,0,1,0,0,0,0,1,0,27,0,0,1,0,1,0
561,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2964,0,1,0,0,0,0,0,0,0,1,0,0,1,0,49,0,0,1,0,0,1
562,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1546,1,0,0,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,0,1,0
563,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,683,1,0,0,0,0,1,0,0,0,0,0,0,0,1,29,0,0,1,0,0,1
564,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12389,0,1,0,0,0,0,0,0,1,0,0,0,1,0,37,0,0,1,0,1,0
565,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4712,0,1,0,0,0,0,0,0,1,0,0,0,1,0,37,0,1,0,0,0,1
566,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1553,0,0,0,1,0,0,0,1,0,0,0,0,0,1,23,0,0,1,0,0,1
567,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1372,1,0,0,0,0,0,0,1,0,0,0,1,0,0,36,0,0,1,0,1,0
568,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2578,0,0,0,0,1,0,0,0,0,1,0,0,1,0,34,0,0,1,0,0,1
569,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3979,0,1,0,0,0,0,0,1,0,0,0,0,1,0,41,0,0,1,0,0,1
570,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6758,1,0,0,0,0,0,0,0,1,0,0,0,0,1,31,0,0,1,0,1,0
571,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3234,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,1,0,0,0,1,0
572,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5954,1,0,0,0,0,0,0,1,0,0,0,0,1,0,38,0,0,1,0,0,1
573,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5433,0,1,0,0,0,0,1,0,0,0,0,0,0,1,26,0,1,0,0,0,1
574,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,806,1,0,0,0,0,0,0,0,1,0,0,0,0,1,22,1,0,0,0,0,1
575,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1082,1,0,0,0,0,0,0,0,0,1,0,0,1,0,27,1,0,0,0,0,1
576,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2788,1,0,0,0,0,0,0,1,0,0,0,0,0,1,24,0,0,1,0,0,1
577,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2930,1,0,0,0,0,0,0,1,0,0,0,0,0,1,27,0,0,1,0,0,1
578,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1927,0,1,0,0,0,0,0,0,1,0,0,0,0,1,33,0,0,1,0,0,1
579,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2820,1,0,0,0,0,1,0,0,0,0,0,1,0,0,27,0,0,1,0,1,0
580,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,937,1,0,0,0,0,1,0,0,0,0,1,0,0,0,27,1,0,0,0,0,1
581,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1056,1,0,0,0,0,0,0,0,0,1,0,0,1,0,30,0,0,1,0,1,0
582,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3124,1,0,0,0,0,1,0,0,0,0,0,0,1,0,49,1,0,0,0,0,1
583,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1388,1,0,0,0,0,0,0,0,1,0,0,0,0,1,26,0,0,1,0,0,1
584,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2384,1,0,0,0,0,1,0,0,0,0,0,0,1,0,33,1,0,0,0,1,0
585,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2133,0,1,0,0,0,0,0,0,0,1,0,0,0,1,52,0,1,0,0,0,1
586,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2039,1,0,0,0,0,0,0,0,1,0,0,0,0,1,20,0,0,1,0,1,0
587,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2799,1,0,0,0,0,0,0,0,1,0,0,0,1,0,36,0,0,1,0,0,1
588,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1289,1,0,0,0,0,0,0,0,1,0,0,0,1,0,21,1,0,0,0,0,1
589,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1217,1,0,0,0,0,0,0,0,1,0,1,0,0,0,47,1,0,0,0,1,0
590,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2246,1,0,0,0,0,0,0,0,0,1,0,0,1,0,60,0,0,1,0,1,0
591,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,385,1,0,0,0,0,0,0,1,0,0,0,0,0,1,58,1,0,0,0,0,1
592,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1965,0,1,0,0,0,0,0,0,1,0,0,0,0,1,42,0,0,1,0,0,1
593,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1572,0,0,0,0,1,0,0,0,0,1,0,0,0,1,36,1,0,0,0,0,1
594,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2718,1,0,0,0,0,0,0,0,1,0,0,0,0,1,20,1,0,0,0,1,0
596,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,931,0,0,0,1,0,1,0,0,0,0,0,0,0,1,32,1,0,0,0,1,0
597,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1442,1,0,0,0,0,0,0,1,0,0,0,0,0,1,23,0,0,1,0,1,0
598,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4241,1,0,0,0,0,0,0,0,1,0,0,0,1,0,36,1,0,0,0,1,0
599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2775,1,0,0,0,0,0,0,1,0,0,0,0,1,0,31,0,0,1,0,1,0
600,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3863,1,0,0,0,0,0,0,0,1,0,0,0,1,0,32,0,0,1,0,0,1
601,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2329,1,0,0,0,0,1,0,0,0,0,0,0,0,1,45,0,0,1,0,0,1
602,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,918,1,0,0,0,0,0,0,0,1,0,0,0,0,1,30,0,0,1,0,1,0
603,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1837,1,0,0,0,0,0,0,1,0,0,0,0,0,1,34,1,0,0,0,1,0
604,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3349,1,0,0,0,0,0,0,0,1,0,0,0,0,1,28,0,1,0,0,1,0
605,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1275,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,0,1,0,0,1
606,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2828,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22,0,0,1,0,0,1
607,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4526,1,0,0,0,0,0,0,0,1,0,0,0,1,0,74,0,1,0,0,0,1
608,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2671,0,0,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,1,0,1,0
609,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2051,1,0,0,0,0,1,0,0,0,0,0,0,1,0,33,0,0,1,0,0,1
610,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1300,0,1,0,0,0,0,0,0,0,1,0,0,1,0,45,0,0,1,0,0,1
611,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,741,0,0,0,1,0,0,1,0,0,0,0,0,0,1,22,0,0,1,0,1,0
612,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1240,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48,1,0,0,0,1,0
613,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3357,0,0,0,0,1,1,0,0,0,0,0,0,0,1,29,0,0,1,0,0,1
614,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3632,1,0,0,0,0,0,0,0,1,0,0,0,0,1,22,0,0,1,0,0,1
615,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1808,1,0,0,0,0,0,0,1,0,0,0,0,0,1,22,0,0,1,0,1,0
616,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12204,0,1,0,0,0,0,0,0,1,0,0,0,1,0,48,0,1,0,0,0,1
617,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9157,0,1,0,0,0,0,0,0,1,0,0,0,1,0,27,0,1,0,0,0,1
618,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3676,1,0,0,0,0,0,0,0,1,0,0,0,1,0,37,0,0,1,0,0,1
619,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3441,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21,0,0,1,0,1,0
620,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,640,1,0,0,0,0,0,0,0,1,0,0,1,0,0,49,1,0,0,0,0,1
621,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3652,1,0,0,0,0,0,0,1,0,0,0,0,1,0,27,0,0,1,0,0,1
622,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1530,1,0,0,0,0,0,0,0,1,0,0,0,1,0,32,0,0,1,0,1,0
623,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3914,0,1,0,0,0,0,0,0,1,0,0,1,0,0,38,0,0,1,0,1,0
624,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1858,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22,0,0,1,0,0,1
625,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2600,1,0,0,0,0,0,0,0,1,0,0,0,1,0,65,0,0,1,0,1,0
626,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1979,0,1,0,0,0,0,0,0,0,1,0,0,1,0,35,0,0,1,0,0,1
627,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2116,1,0,0,0,0,0,0,0,1,0,0,0,1,0,41,0,0,1,0,0,1
628,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1437,0,0,0,1,0,0,0,1,0,0,0,0,1,0,29,0,0,1,0,1,0
